{file: Rasputin_Special_3-0.png; posX: 2.980232E-10; posY: 0}
{file: Rasputin_Special_3-38.png; posX: 0.03956498; posY: -0.007218719}
{file: Rasputin_Special_3-39.png; posX: 0.04728856; posY: -0.01003474}
{file: Rasputin_Special_3-40.png; posX: 0.04909851; posY: -0.01217604}
{file: Rasputin_Special_3-41.png; posX: 0.04666985; posY: -0.01363027}
{file: Rasputin_Special_3-42.png; posX: 0.04062732; posY: -0.01438516}
{file: Rasputin_Special_3-43.png; posX: 0.03207237; posY: -0.01442844}
{file: Rasputin_Special_3-44.png; posX: 0.02210641; posY: -0.01414239}
{file: Rasputin_Special_3-45.png; posX: 0.01183098; posY: -0.01391369}
{file: Rasputin_Special_3-46.png; posX: 0.002061916; posY: -0.01373631}
{file: Rasputin_Special_3-47.png; posX: -0.006099195; posY: -0.01360428}
{file: Rasputin_Special_3-48.png; posX: -0.01163261; posY: -0.01351154}
{file: Rasputin_Special_3-49.png; posX: -0.01576631; posY: -0.01345211}
{file: Rasputin_Special_3-50.png; posX: -0.02011678; posY: -0.0134201}
{file: Rasputin_Special_3-51.png; posX: -0.0243783; posY: -0.01340938}
{file: Rasputin_Special_3-52.png; posX: -0.02814562; posY: -0.01341403}
{file: Rasputin_Special_3-53.png; posX: -0.03101347; posY: -0.01342809}
{file: Rasputin_Special_3-54.png; posX: -0.03257663; posY: -0.01344544}
{file: Rasputin_Special_3-55.png; posX: -0.03242983; posY: -0.01346022}
{file: Rasputin_Special_3-56.png; posX: -0.03014144; posY: -0.01346636}
{file: Rasputin_Special_3-57.png; posX: -0.02493076; posY: -0.01345789}
{file: Rasputin_Special_3-58.png; posX: -0.01630439; posY: -0.01342881}
{file: Rasputin_Special_3-59.png; posX: -0.005515369; posY: -0.01337314}
{file: Rasputin_Special_3-60.png; posX: 0.006309379; posY: -0.01328486}
{file: Rasputin_Special_3-61.png; posX: 0.01800097; posY: -0.01315796}
{file: Rasputin_Special_3-62.png; posX: 0.02859938; posY: -0.01298648}
{file: Rasputin_Special_3-63.png; posX: 0.0367271; posY: -0.01276445}
{file: Rasputin_Special_3-64.png; posX: 0.04135463; posY: -0.0124858}
{file: Rasputin_Special_3-65.png; posX: 0.04393933; posY: -0.01214463}
{file: Rasputin_Special_3-66.png; posX: 0.04608715; posY: -0.0117349}
{file: Rasputin_Special_3-67.png; posX: 0.04763363; posY: -0.01125056}
{file: Rasputin_Special_3-68.png; posX: 0.04827607; posY: -0.01068574}
{file: Rasputin_Special_3-69.png; posX: 0.04771179; posY: -0.01003432}
{file: Rasputin_Special_3-70.png; posX: 0.04563811; posY: -0.009290397}
{file: Rasputin_Special_3-71.png; posX: 0.04175233; posY: -0.008447886}
{file: Rasputin_Special_3-72.png; posX: 0.03575178; posY: -0.007500887}
{file: Rasputin_Special_3-73.png; posX: 0.02733376; posY: -0.006443381}
{file: Rasputin_Special_3-74.png; posX: 0.01626429; posY: -0.005269289}
{file: Rasputin_Special_3-75.png; posX: 0.001258526; posY: -0.003972769}
{file: Rasputin_Special_3-76.png; posX: -0.01807242; posY: -0.002547681}
{file: Rasputin_Special_3-77.png; posX: -0.04072602; posY: -0.0009881258}
{file: Rasputin_Special_3-78.png; posX: -0.0655974; posY: 0.0007119179}
{file: Rasputin_Special_3-79.png; posX: -0.09188864; posY: 0.00255847}
{file: Rasputin_Special_3-80.png; posX: -0.1185562; posY: 0.00455749}
{file: Rasputin_Special_3-81.png; posX: -0.1445569; posY: 0.006715}
{file: Rasputin_Special_3-82.png; posX: -0.1688469; posY: 0.009036958}
{file: Rasputin_Special_3-83.png; posX: -0.1903828; posY: 0.01139575}
{file: Rasputin_Special_3-84.png; posX: -0.2081212; posY: 0.01366872}
{file: Rasputin_Special_3-85.png; posX: -0.2215968; posY: 0.0158692}
{file: Rasputin_Special_3-86.png; posX: -0.231431; posY: 0.01801068}
{file: Rasputin_Special_3-87.png; posX: -0.2382111; posY: 0.02010655}
{file: Rasputin_Special_3-88.png; posX: -0.2425238; posY: 0.02217025}
{file: Rasputin_Special_3-89.png; posX: -0.2449563; posY: 0.02421522}
{file: Rasputin_Special_3-90.png; posX: -0.2460956; posY: 0.02625477}
{file: Rasputin_Special_3-91.png; posX: -0.2462674; posY: 0.02830249}
{file: Rasputin_Special_3-92.png; posX: -0.2455539; posY: 0.03037167}
{file: Rasputin_Special_3-93.png; posX: -0.2441769; posY: 0.03247577}
{file: Rasputin_Special_3-94.png; posX: -0.2423579; posY: 0.03462821}
{file: Rasputin_Special_3-95.png; posX: -0.2403185; posY: 0.03684241}
{file: Rasputin_Special_3-96.png; posX: -0.2382805; posY: 0.03913182}
{file: Rasputin_Special_3-97.png; posX: -0.2364655; posY: 0.04150975}
{file: Rasputin_Special_3-98.png; posX: -0.2350951; posY: 0.04398978}
{file: Rasputin_Special_3-99.png; posX: -0.2343909; posY: 0.0465852}
{file: Rasputin_Special_3-100.png; posX: -0.234176; posY: 0.04930949}
{file: Rasputin_Special_3-101.png; posX: -0.2341065; posY: 0.05217612}
{file: Rasputin_Special_3-102.png; posX: -0.2341539; posY: 0.05519837}
{file: Rasputin_Special_3-103.png; posX: -0.2342898; posY: 0.05838978}
{file: Rasputin_Special_3-104.png; posX: -0.2344858; posY: 0.06176376}
{file: Rasputin_Special_3-105.png; posX: -0.2347134; posY: 0.06533366}
{file: Rasputin_Special_3-106.png; posX: -0.2349442; posY: 0.0691129}
{file: Rasputin_Special_3-107.png; posX: -0.2351496; posY: 0.07311499}
{file: Rasputin_Special_3-108.png; posX: -0.2353013; posY: 0.0773533}
{file: Rasputin_Special_3-109.png; posX: -0.2353708; posY: 0.08177322}
{file: Rasputin_Special_3-110.png; posX: -0.2353297; posY: 0.08624846}
{file: Rasputin_Special_3-111.png; posX: -0.2351494; posY: 0.09068513}
{file: Rasputin_Special_3-112.png; posX: -0.2348015; posY: 0.0949893}
{file: Rasputin_Special_3-113.png; posX: -0.2342577; posY: 0.09906709}
{file: Rasputin_Special_3-114.png; posX: -0.2334894; posY: 0.1028245}
{file: Rasputin_Special_3-115.png; posX: -0.2324681; posY: 0.1061676}
{file: Rasputin_Special_3-116.png; posX: -0.2311655; posY: 0.1090025}
{file: Rasputin_Special_3-117.png; posX: -0.2295531; posY: 0.1112353}
{file: Rasputin_Special_3-118.png; posX: -0.2276024; posY: 0.112772}
{file: Rasputin_Special_3-119.png; posX: -0.225285; posY: 0.1135187}
{file: Rasputin_Special_3-120.png; posX: -0.2225723; posY: 0.1133814}
{file: Rasputin_Special_3-121.png; posX: -0.2194361; posY: 0.1122663}
{file: Rasputin_Special_3-122.png; posX: -0.2158478; posY: 0.1100793}
{file: Rasputin_Special_3-123.png; posX: -0.2117789; posY: 0.1067266}
{file: Rasputin_Special_3-124.png; posX: -0.207201; posY: 0.1021144}
{file: Rasputin_Special_3-125.png; posX: -0.2016359; posY: 0.09614843}
{file: Rasputin_Special_3-126.png; posX: -0.1937816; posY: 0.0859217}
{file: Rasputin_Special_3-127.png; posX: -0.1823744; posY: 0.0694465}
{file: Rasputin_Special_3-128.png; posX: -0.1672084; posY: 0.04800844}
{file: Rasputin_Special_3-129.png; posX: -0.1495175; posY: 0.02289301}
{file: Rasputin_Special_3-130.png; posX: -0.1301977; posY: -0.004614174}
{file: Rasputin_Special_3-131.png; posX: -0.1101451; posY: -0.03322762}
{file: Rasputin_Special_3-132.png; posX: -0.0902556; posY: -0.06166178}
{file: Rasputin_Special_3-133.png; posX: -0.07142524; posY: -0.08863103}
{file: Rasputin_Special_3-134.png; posX: -0.05454983; posY: -0.1128502}
{file: Rasputin_Special_3-135.png; posX: -0.04052581; posY: -0.1330331}
{file: Rasputin_Special_3-136.png; posX: -0.0301329; posY: -0.1478944}
{file: Rasputin_Special_3-137.png; posX: -0.02251209; posY: -0.1582479}
{file: Rasputin_Special_3-138.png; posX: -0.01651722; posY: -0.1659606}
{file: Rasputin_Special_3-139.png; posX: -0.01191516; posY: -0.1713268}
{file: Rasputin_Special_3-140.png; posX: -0.008513065; posY: -0.1746406}
{file: Rasputin_Special_3-141.png; posX: -0.006118098; posY: -0.1761965}
{file: Rasputin_Special_3-142.png; posX: -0.004537422; posY: -0.1762887}
{file: Rasputin_Special_3-143.png; posX: -0.003578193; posY: -0.1752115}
{file: Rasputin_Special_3-144.png; posX: -0.003083518; posY: -0.1732592}
{file: Rasputin_Special_3-145.png; posX: -0.002888042; posY: -0.1707261}
{file: Rasputin_Special_3-146.png; posX: -0.002786242; posY: -0.1679065}
{file: Rasputin_Special_3-147.png; posX: -0.002572592; posY: -0.1650947}
{file: Rasputin_Special_3-148.png; posX: -0.002098649; posY: -0.1625848}
{file: Rasputin_Special_3-149.png; posX: -0.001170306; posY: -0.1606715}
{file: Rasputin_Special_3-150.png; posX: -0.0001237728; posY: -0.159094}
{file: Rasputin_Special_3-151.png; posX: 0.0006077462; posY: -0.1573197}
{file: Rasputin_Special_3-152.png; posX: 0.001061423; posY: -0.1552344}
{file: Rasputin_Special_3-153.png; posX: 0.001277402; posY: -0.1527241}
{file: Rasputin_Special_3-154.png; posX: 0.001285418; posY: -0.1496745}
{file: Rasputin_Special_3-155.png; posX: 0.001125616; posY: -0.1459716}
{file: Rasputin_Special_3-156.png; posX: 0.0008381403; posY: -0.1415012}
{file: Rasputin_Special_3-157.png; posX: 0.000463135; posY: -0.1361491}
{file: Rasputin_Special_3-158.png; posX: 3.033928E-05; posY: -0.1298013}
{file: Rasputin_Special_3-159.png; posX: -0.0004201142; posY: -0.1223435}
{file: Rasputin_Special_3-160.png; posX: -0.0008510494; posY: -0.1136616}
{file: Rasputin_Special_3-161.png; posX: -0.001250559; posY: -0.1036416}
{file: Rasputin_Special_3-162.png; posX: -0.001639274; posY: -0.09216911}
{file: Rasputin_Special_3-163.png; posX: -0.002042845; posY: -0.07913023}
{file: Rasputin_Special_3-164.png; posX: -0.00248694; posY: -0.06441069}
{file: Rasputin_Special_3-165.png; posX: -0.00299722; posY: -0.04876721}
{file: Rasputin_Special_3-166.png; posX: -0.003599346; posY: -0.03317595}
{file: Rasputin_Special_3-167.png; posX: -0.00431898; posY: -0.01785201}
{file: Rasputin_Special_3-168.png; posX: -0.005181783; posY: -0.003010631}
{file: Rasputin_Special_3-169.png; posX: -0.006213417; posY: 0.01113307}
{file: Rasputin_Special_3-170.png; posX: -0.007439543; posY: 0.02436393}
{file: Rasputin_Special_3-171.png; posX: -0.008885821; posY: 0.03646678}
{file: Rasputin_Special_3-172.png; posX: -0.01054228; posY: 0.04722643}
{file: Rasputin_Special_3-173.png; posX: -0.01233733; posY: 0.05642772}
{file: Rasputin_Special_3-174.png; posX: -0.01420422; posY: 0.06385553}
{file: Rasputin_Special_3-175.png; posX: -0.01607619; posY: 0.07003909}
{file: Rasputin_Special_3-176.png; posX: -0.0179343; posY: 0.07567632}
{file: Rasputin_Special_3-177.png; posX: -0.01980401; posY: 0.08080477}
{file: Rasputin_Special_3-178.png; posX: -0.02168525; posY: 0.08546227}
{file: Rasputin_Special_3-179.png; posX: -0.02357791; posY: 0.08968651}
{file: Rasputin_Special_3-180.png; posX: -0.02548191; posY: 0.09351528}
{file: Rasputin_Special_3-181.png; posX: -0.02739715; posY: 0.09698623}
{file: Rasputin_Special_3-182.png; posX: -0.02932354; posY: 0.1001371}
{file: Rasputin_Special_3-183.png; posX: -0.03126097; posY: 0.1030056}
{file: Rasputin_Special_3-184.png; posX: -0.03320938; posY: 0.1056295}
{file: Rasputin_Special_3-185.png; posX: -0.03516864; posY: 0.1080465}
{file: Rasputin_Special_3-186.png; posX: -0.03713867; posY: 0.1102943}
{file: Rasputin_Special_3-187.png; posX: -0.03911939; posY: 0.1124107}
{file: Rasputin_Special_3-188.png; posX: -0.04111068; posY: 0.1144332}
{file: Rasputin_Special_3-189.png; posX: -0.04311246; posY: 0.1163998}
{file: Rasputin_Special_3-190.png; posX: -0.04512466; posY: 0.1183482}
{file: Rasputin_Special_3-191.png; posX: -0.04714714; posY: 0.1203158}
{file: Rasputin_Special_3-192.png; posX: -0.04917982; posY: 0.1221449}
{file: Rasputin_Special_3-193.png; posX: -0.05122261; posY: 0.1236629}
{file: Rasputin_Special_3-194.png; posX: -0.05327542; posY: 0.1248859}
{file: Rasputin_Special_3-195.png; posX: -0.05533815; posY: 0.1258302}
{file: Rasputin_Special_3-196.png; posX: -0.05741072; posY: 0.1265121}
{file: Rasputin_Special_3-197.png; posX: -0.05949301; posY: 0.1269476}
{file: Rasputin_Special_3-198.png; posX: -0.06158494; posY: 0.127153}
{file: Rasputin_Special_3-199.png; posX: -0.06368642; posY: 0.1271446}
{file: Rasputin_Special_3-200.png; posX: -0.06579736; posY: 0.1269384}
{file: Rasputin_Special_3-201.png; posX: -0.06791764; posY: 0.1265508}
{file: Rasputin_Special_3-202.png; posX: -0.0700472; posY: 0.1259978}
{file: Rasputin_Special_3-203.png; posX: -0.07218592; posY: 0.1252958}
{file: Rasputin_Special_3-204.png; posX: -0.07433375; posY: 0.1244609}
{file: Rasputin_Special_3-205.png; posX: -0.07649053; posY: 0.1235093}
{file: Rasputin_Special_3-206.png; posX: -0.07865619; posY: 0.1224572}
{file: Rasputin_Special_3-207.png; posX: -0.08083065; posY: 0.1213208}
{file: Rasputin_Special_3-208.png; posX: -0.0830138; posY: 0.1201164}
{file: Rasputin_Special_3-209.png; posX: -0.08520556; posY: 0.1188601}
{file: Rasputin_Special_3-210.png; posX: -0.08740583; posY: 0.1175681}
{file: Rasputin_Special_3-211.png; posX: -0.08961452; posY: 0.1162566}
{file: Rasputin_Special_3-212.png; posX: -0.09183152; posY: 0.1149419}
{file: Rasputin_Special_3-213.png; posX: -0.09405676; posY: 0.1136401}
{file: Rasputin_Special_3-214.png; posX: -0.09629012; posY: 0.1123674}
{file: Rasputin_Special_3-215.png; posX: -0.09853153; posY: 0.1111401}
{file: Rasputin_Special_3-216.png; posX: -0.1007809; posY: 0.1099743}
{file: Rasputin_Special_3-217.png; posX: -0.1030381; posY: 0.1088862}
{file: Rasputin_Special_3-218.png; posX: -0.1053031; posY: 0.107892}
{file: Rasputin_Special_3-219.png; posX: -0.1075757; posY: 0.107008}
{file: Rasputin_Special_3-220.png; posX: -0.1101366; posY: 0.1062504}
{file: Rasputin_Special_3-221.png; posX: -0.1144707; posY: 0.1056353}
{file: Rasputin_Special_3-222.png; posX: -0.1215016; posY: 0.105179}
{file: Rasputin_Special_3-223.png; posX: -0.12758; posY: 0.1028758}
{file: Rasputin_Special_3-224.png; posX: -0.1294332; posY: 0.09706008}
{file: Rasputin_Special_3-225.png; posX: -0.1286906; posY: 0.08825797}
{file: Rasputin_Special_3-226.png; posX: -0.1276527; posY: 0.07699543}
{file: Rasputin_Special_3-227.png; posX: -0.127332; posY: 0.06379861}
{file: Rasputin_Special_3-228.png; posX: -0.1269946; posY: 0.04919344}
{file: Rasputin_Special_3-229.png; posX: -0.1263211; posY: 0.03370613}
{file: Rasputin_Special_3-230.png; posX: -0.1249921; posY: 0.01786262}
{file: Rasputin_Special_3-231.png; posX: -0.1226884; posY: 0.00218904}
{file: Rasputin_Special_3-232.png; posX: -0.1190906; posY: -0.01278877}
{file: Rasputin_Special_3-233.png; posX: -0.1138794; posY: -0.02654439}
{file: Rasputin_Special_3-234.png; posX: -0.1067355; posY: -0.03855193}
{file: Rasputin_Special_3-235.png; posX: -0.09733959; posY: -0.04798675}
{file: Rasputin_Special_3-236.png; posX: -0.08522902; posY: -0.05454034}
{file: Rasputin_Special_3-237.png; posX: -0.06774276; posY: -0.05846041}
{file: Rasputin_Special_3-238.png; posX: -0.04268317; posY: -0.05999488}
{file: Rasputin_Special_3-239.png; posX: -0.01251726; posY: -0.05939144}
{file: Rasputin_Special_3-240.png; posX: 0.02050215; posY: -0.05689788}
{file: Rasputin_Special_3-241.png; posX: 0.0540367; posY: -0.05276215}
{file: Rasputin_Special_3-242.png; posX: 0.08616905; posY: -0.04807329}
{file: Rasputin_Special_3-243.png; posX: 0.1141434; posY: -0.04374611}
{file: Rasputin_Special_3-244.png; posX: 0.1361749; posY: -0.03976643}
{file: Rasputin_Special_3-245.png; posX: 0.1531449; posY: -0.03612053}
{file: Rasputin_Special_3-246.png; posX: 0.1663038; posY: -0.03279424}
{file: Rasputin_Special_3-247.png; posX: 0.1769005; posY: -0.02977371}
{file: Rasputin_Special_3-248.png; posX: 0.185591; posY: -0.02704477}
{file: Rasputin_Special_3-249.png; posX: 0.1923866; posY: -0.02459371}
{file: Rasputin_Special_3-250.png; posX: 0.1975718; posY: -0.02240634}
{file: Rasputin_Special_3-251.png; posX: 0.2014304; posY: -0.02046889}
{file: Rasputin_Special_3-252.png; posX: 0.2042466; posY: -0.01876718}
{file: Rasputin_Special_3-253.png; posX: 0.2063044; posY: -0.01728731}
{file: Rasputin_Special_3-254.png; posX: 0.2078879; posY: -0.01601535}
{file: Rasputin_Special_3-255.png; posX: 0.2092813; posY: -0.01493728}
{file: Rasputin_Special_3-256.png; posX: 0.210528; posY: -0.01403916}
{file: Rasputin_Special_3-257.png; posX: 0.2114995; posY: -0.01330698}
{file: Rasputin_Special_3-258.png; posX: 0.2122211; posY: -0.01272678}
{file: Rasputin_Special_3-259.png; posX: 0.2127182; posY: -0.01228464}
{file: Rasputin_Special_3-260.png; posX: 0.2130162; posY: -0.01196647}
{file: Rasputin_Special_3-261.png; posX: 0.2131407; posY: -0.01175839}
{file: Rasputin_Special_3-262.png; posX: 0.213117; posY: -0.01164633}
{file: Rasputin_Special_3-263.png; posX: 0.2129706; posY: -0.01161647}
{file: Rasputin_Special_3-264.png; posX: 0.2127269; posY: -0.01165468}
{file: Rasputin_Special_3-265.png; posX: 0.2124113; posY: -0.01174712}
{file: Rasputin_Special_3-266.png; posX: 0.2120492; posY: -0.01187968}
{file: Rasputin_Special_3-267.png; posX: 0.2116662; posY: -0.01203847}
{file: Rasputin_Special_3-268.png; posX: 0.2112876; posY: -0.01220953}
{file: Rasputin_Special_3-269.png; posX: 0.2109388; posY: -0.01237881}
{file: Rasputin_Special_3-270.png; posX: 0.2106454; posY: -0.01253241}
{file: Rasputin_Special_3-271.png; posX: 0.2104326; posY: -0.01265627}
{file: Rasputin_Special_3-272.png; posX: 0.210326; posY: -0.01273656}
{file: Rasputin_Special_3-273.png; posX: 0.2103511; posY: -0.01275915}
{file: Rasputin_Special_3-274.png; posX: 0.2105331; posY: -0.01271015}
{file: Rasputin_Special_3-275.png; posX: 0.2108976; posY: -0.01257557}
{file: Rasputin_Special_3-276.png; posX: 0.21147; posY: -0.01253277}
{file: Rasputin_Special_3-277.png; posX: 0.2126552; posY: -0.01275289}
{file: Rasputin_Special_3-278.png; posX: 0.2147712; posY: -0.0132125}
{file: Rasputin_Special_3-279.png; posX: 0.2177124; posY: -0.0138883}
{file: Rasputin_Special_3-280.png; posX: 0.2213738; posY: -0.01475692}
{file: Rasputin_Special_3-281.png; posX: 0.2256498; posY: -0.01579505}
{file: Rasputin_Special_3-282.png; posX: 0.230435; posY: -0.01697916}
{file: Rasputin_Special_3-283.png; posX: 0.2356243; posY: -0.01828611}
{file: Rasputin_Special_3-284.png; posX: 0.241112; posY: -0.01969236}
{file: Rasputin_Special_3-285.png; posX: 0.2467932; posY: -0.02117473}
{file: Rasputin_Special_3-286.png; posX: 0.2525622; posY: -0.02270967}
{file: Rasputin_Special_3-287.png; posX: 0.258314; posY: -0.02427393}
{file: Rasputin_Special_3-288.png; posX: 0.2639428; posY: -0.0258441}
{file: Rasputin_Special_3-289.png; posX: 0.269428; posY: -0.02739692}
{file: Rasputin_Special_3-290.png; posX: 0.2748061; posY: -0.02890885}
{file: Rasputin_Special_3-291.png; posX: 0.2800585; posY: -0.03035676}
{file: Rasputin_Special_3-292.png; posX: 0.2851661; posY: -0.03171706}
{file: Rasputin_Special_3-293.png; posX: 0.2901104; posY: -0.03296661}
{file: Rasputin_Special_3-294.png; posX: 0.2948723; posY: -0.03408182}
{file: Rasputin_Special_3-295.png; posX: 0.2994332; posY: -0.03503954}
{file: Rasputin_Special_3-296.png; posX: 0.3037743; posY: -0.03581631}
{file: Rasputin_Special_3-297.png; posX: 0.3078766; posY: -0.03638875}
{file: Rasputin_Special_3-298.png; posX: 0.3117215; posY: -0.03673357}
{file: Rasputin_Special_3-299.png; posX: 0.31529; posY: -0.03682733}
{file: Rasputin_Special_3-300.png; posX: 0.3185635; posY: -0.03664672}
{file: Rasputin_Special_3-301.png; posX: 0.3221729; posY: -0.0361684}
{file: Rasputin_Special_3-302.png; posX: 0.3262225; posY: -0.03519577}
{file: Rasputin_Special_3-303.png; posX: 0.3299027; posY: -0.03369361}
{file: Rasputin_Special_3-304.png; posX: 0.3324042; posY: -0.0318805}
{file: Rasputin_Special_3-305.png; posX: 0.3329175; posY: -0.02997524}
{file: Rasputin_Special_3-306.png; posX: 0.3306333; posY: -0.02819622}
{file: Rasputin_Special_3-307.png; posX: 0.3247423; posY: -0.02676225}
{file: Rasputin_Special_3-308.png; posX: 0.3144346; posY: -0.02589184}
{file: Rasputin_Special_3-309.png; posX: 0.2989011; posY: -0.02580374}
{file: Rasputin_Special_3-310.png; posX: 0.277855; posY: -0.02671647}
{file: Rasputin_Special_3-311.png; posX: 0.2521056; posY: -0.02884877}
{file: Rasputin_Special_3-312.png; posX: 0.2224917; posY: -0.03241909}
{file: Rasputin_Special_3-313.png; posX: 0.1898488; posY: -0.03695518}
{file: Rasputin_Special_3-314.png; posX: 0.1550158; posY: -0.04150426}
{file: Rasputin_Special_3-315.png; posX: 0.1188282; posY: -0.04556537}
{file: Rasputin_Special_3-316.png; posX: 0.0821252; posY: -0.04863697}
{file: Rasputin_Special_3-317.png; posX: 0.04574192; posY: -0.05021793}
{file: Rasputin_Special_3-318.png; posX: 0.01051765; posY: -0.04980677}
{file: Rasputin_Special_3-319.png; posX: -0.02290362; posY: -0.04690224}
{file: Rasputin_Special_3-320.png; posX: -0.05371419; posY: -0.04100323}
{file: Rasputin_Special_3-321.png; posX: -0.08258553; posY: -0.0316081}
{file: Rasputin_Special_3-322.png; posX: -0.1103775; posY: -0.01821595}
{file: Rasputin_Special_3-323.png; posX: -0.1374336; posY: -0.0003249049}
{file: Rasputin_Special_3-324.png; posX: -0.1634026; posY: 0.02036113}
{file: Rasputin_Special_3-325.png; posX: -0.1881065; posY: 0.041462}
{file: Rasputin_Special_3-326.png; posX: -0.2113695; posY: 0.06246644}
{file: Rasputin_Special_3-327.png; posX: -0.2330129; posY: 0.08286083}
{file: Rasputin_Special_3-328.png; posX: -0.2528606; posY: 0.1021338}
{file: Rasputin_Special_3-329.png; posX: -0.2707343; posY: 0.1197719}
{file: Rasputin_Special_3-330.png; posX: -0.2864576; posY: 0.1352636}
{file: Rasputin_Special_3-331.png; posX: -0.2998525; posY: 0.1484247}
{file: Rasputin_Special_3-332.png; posX: -0.3107423; posY: 0.1595144}
{file: Rasputin_Special_3-333.png; posX: -0.318949; posY: 0.1686819}
{file: Rasputin_Special_3-334.png; posX: -0.3251415; posY: 0.1760773}
{file: Rasputin_Special_3-335.png; posX: -0.330197; posY: 0.1818503}
{file: Rasputin_Special_3-336.png; posX: -0.3342527; posY: 0.1861509}
{file: Rasputin_Special_3-337.png; posX: -0.3374455; posY: 0.1891288}
{file: Rasputin_Special_3-338.png; posX: -0.3399123; posY: 0.1909339}
{file: Rasputin_Special_3-339.png; posX: -0.3417903; posY: 0.1917161}
{file: Rasputin_Special_3-340.png; posX: -0.3432162; posY: 0.1916251}
{file: Rasputin_Special_3-341.png; posX: -0.3439421; posY: 0.1908108}
{file: Rasputin_Special_3-342.png; posX: -0.3436413; posY: 0.1894231}
{file: Rasputin_Special_3-343.png; posX: -0.3423329; posY: 0.1876117}
{file: Rasputin_Special_3-344.png; posX: -0.3400364; posY: 0.1855267}
{file: Rasputin_Special_3-345.png; posX: -0.3367708; posY: 0.1833176}
{file: Rasputin_Special_3-346.png; posX: -0.3325555; posY: 0.1811345}
{file: Rasputin_Special_3-347.png; posX: -0.3274094; posY: 0.1791272}
{file: Rasputin_Special_3-348.png; posX: -0.3213522; posY: 0.1771668}
{file: Rasputin_Special_3-349.png; posX: -0.3144026; posY: 0.174995}
{file: Rasputin_Special_3-350.png; posX: -0.3065802; posY: 0.1725677}
{file: Rasputin_Special_3-351.png; posX: -0.297904; posY: 0.1698403}
{file: Rasputin_Special_3-352.png; posX: -0.2883933; posY: 0.1667686}
{file: Rasputin_Special_3-353.png; posX: -0.2780675; posY: 0.1633084}
{file: Rasputin_Special_3-354.png; posX: -0.2669455; posY: 0.1594152}
{file: Rasputin_Special_3-355.png; posX: -0.2550469; posY: 0.1550448}
{file: Rasputin_Special_3-356.png; posX: -0.2423904; posY: 0.1501526}
{file: Rasputin_Special_3-357.png; posX: -0.2289959; posY: 0.1446947}
