{file: Rasputin_Special_3-0.png; pivotX: 96.41716; pivotY: 323.1423}
{file: Rasputin_Special_3-104.png; pivotX: 103.3071; pivotY: 332.0393}
{file: Rasputin_Special_3-105.png; pivotX: 102.8265; pivotY: 332.7505}
{file: Rasputin_Special_3-106.png; pivotX: 102.8806; pivotY: 333.48}
{file: Rasputin_Special_3-107.png; pivotX: 102.3932; pivotY: 334.2205}
{file: Rasputin_Special_3-108.png; pivotX: 102.3254; pivotY: 338.9692}
{file: Rasputin_Special_3-109.png; pivotX: 101.674; pivotY: 344.6866}
{file: Rasputin_Special_3-110.png; pivotX: 101.463; pivotY: 350.3743}
{file: Rasputin_Special_3-111.png; pivotX: 100.7142; pivotY: 356.0181}
{file: Rasputin_Special_3-112.png; pivotX: 99.94821; pivotY: 361.6042}
{file: Rasputin_Special_3-113.png; pivotX: 99.23254; pivotY: 366.1787}
{file: Rasputin_Special_3-114.png; pivotX: 98.55893; pivotY: 370.663}
{file: Rasputin_Special_3-115.png; pivotX: 97.9893; pivotY: 374.1066}
{file: Rasputin_Special_3-116.png; pivotX: 97.93388; pivotY: 377.441}
{file: Rasputin_Special_3-117.png; pivotX: 97.34641; pivotY: 380.6586}
{file: Rasputin_Special_3-118.png; pivotX: 96.76547; pivotY: 383.7502}
{file: Rasputin_Special_3-119.png; pivotX: 96.31346; pivotY: 385.7613}
{file: Rasputin_Special_3-120.png; pivotX: 95.95702; pivotY: 387.6382}
{file: Rasputin_Special_3-121.png; pivotX: 96.16968; pivotY: 389.3985}
{file: Rasputin_Special_3-122.png; pivotX: 95.92391; pivotY: 390.9807}
{file: Rasputin_Special_3-123.png; pivotX: 95.73373; pivotY: 391.4262}
{file: Rasputin_Special_3-124.png; pivotX: 95.29926; pivotY: 390.7292}
{file: Rasputin_Special_3-125.png; pivotX: 95.10889; pivotY: 390.6317}
{file: Rasputin_Special_3-126.png; pivotX: 94.97897; pivotY: 388.8599}
{file: Rasputin_Special_3-127.png; pivotX: 94.57566; pivotY: 385.0519}
{file: Rasputin_Special_3-128.png; pivotX: 94.1584; pivotY: 380.1183}
{file: Rasputin_Special_3-129.png; pivotX: 92.48055; pivotY: 373.4914}
{file: Rasputin_Special_3-130.png; pivotX: 89.84319; pivotY: 364.3937}
{file: Rasputin_Special_3-131.png; pivotX: 87.3238; pivotY: 344.3196}
{file: Rasputin_Special_3-132.png; pivotX: 83.26974; pivotY: 305.5497}
{file: Rasputin_Special_3-133.png; pivotX: 81.85567; pivotY: 296.1963}
{file: Rasputin_Special_3-134.png; pivotX: 84.58445; pivotY: 287.6155}
{file: Rasputin_Special_3-135.png; pivotX: 86.63653; pivotY: 279.901}
{file: Rasputin_Special_3-136.png; pivotX: 88.76743; pivotY: 271.6723}
{file: Rasputin_Special_3-137.png; pivotX: 89.98884; pivotY: 264.3276}
{file: Rasputin_Special_3-138.png; pivotX: 91.46968; pivotY: 257.6449}
{file: Rasputin_Special_3-139.png; pivotX: 93.44786; pivotY: 250.7751}
{file: Rasputin_Special_3-140.png; pivotX: 93.35477; pivotY: 246.2785}
{file: Rasputin_Special_3-141.png; pivotX: 92.85116; pivotY: 244.2433}
{file: Rasputin_Special_3-142.png; pivotX: 92.96358; pivotY: 242.6347}
{file: Rasputin_Special_3-143.png; pivotX: 92.83491; pivotY: 240.5212}
{file: Rasputin_Special_3-144.png; pivotX: 92.75591; pivotY: 239.382}
{file: Rasputin_Special_3-145.png; pivotX: 92.70122; pivotY: 238.3302}
{file: Rasputin_Special_3-146.png; pivotX: 92.75283; pivotY: 238.1052}
{file: Rasputin_Special_3-147.png; pivotX: 92.79761; pivotY: 236.9432}
{file: Rasputin_Special_3-148.png; pivotX: 93.08715; pivotY: 237.29}
{file: Rasputin_Special_3-149.png; pivotX: 93.48665; pivotY: 236.526}
{file: Rasputin_Special_3-150.png; pivotX: 93.96929; pivotY: 236.366}
{file: Rasputin_Special_3-151.png; pivotX: 94.38869; pivotY: 236.8854}
{file: Rasputin_Special_3-152.png; pivotX: 94.61348; pivotY: 237.2189}
{file: Rasputin_Special_3-153.png; pivotX: 94.64438; pivotY: 237.3661}
{file: Rasputin_Special_3-154.png; pivotX: 95.01134; pivotY: 238.2079}
{file: Rasputin_Special_3-155.png; pivotX: 94.78613; pivotY: 239.8739}
{file: Rasputin_Special_3-156.png; pivotX: 94.55613; pivotY: 241.4334}
{file: Rasputin_Special_3-157.png; pivotX: 94.42543; pivotY: 242.7732}
{file: Rasputin_Special_3-158.png; pivotX: 93.97746; pivotY: 244.7007}
{file: Rasputin_Special_3-159.png; pivotX: 94.04321; pivotY: 246.2726}
{file: Rasputin_Special_3-160.png; pivotX: 94.00661; pivotY: 249.2208}
{file: Rasputin_Special_3-161.png; pivotX: 94.30069; pivotY: 252.8292}
{file: Rasputin_Special_3-162.png; pivotX: 94.79791; pivotY: 258.8965}
{file: Rasputin_Special_3-163.png; pivotX: 95.10375; pivotY: 265.8416}
{file: Rasputin_Special_3-164.png; pivotX: 95.25948; pivotY: 274.8341}
{file: Rasputin_Special_3-165.png; pivotX: 95.0829; pivotY: 284.3576}
{file: Rasputin_Special_3-166.png; pivotX: 102.0312; pivotY: 293.5767}
{file: Rasputin_Special_3-167.png; pivotX: 108.2217; pivotY: 302.5977}
{file: Rasputin_Special_3-168.png; pivotX: 112.8618; pivotY: 310.4891}
{file: Rasputin_Special_3-169.png; pivotX: 116.1773; pivotY: 317.0243}
{file: Rasputin_Special_3-170.png; pivotX: 122.7229; pivotY: 323.985}
{file: Rasputin_Special_3-171.png; pivotX: 132.3376; pivotY: 334.9977}
{file: Rasputin_Special_3-172.png; pivotX: 141.4587; pivotY: 338.8139}
{file: Rasputin_Special_3-173.png; pivotX: 147.3618; pivotY: 341.3538}
{file: Rasputin_Special_3-174.png; pivotX: 150.1434; pivotY: 343.7266}
{file: Rasputin_Special_3-175.png; pivotX: 151.5751; pivotY: 345.0403}
{file: Rasputin_Special_3-176.png; pivotX: 151.3583; pivotY: 345.2964}
{file: Rasputin_Special_3-177.png; pivotX: 149.2054; pivotY: 346.3505}
{file: Rasputin_Special_3-178.png; pivotX: 145.7105; pivotY: 346.3668}
{file: Rasputin_Special_3-179.png; pivotX: 141.0592; pivotY: 346.2824}
{file: Rasputin_Special_3-180.png; pivotX: 134.9482; pivotY: 360.0594}
{file: Rasputin_Special_3-181.png; pivotX: 128.3715; pivotY: 373.7542}
{file: Rasputin_Special_3-182.png; pivotX: 122.3203; pivotY: 384.4409}
{file: Rasputin_Special_3-183.png; pivotX: 116.0641; pivotY: 394.0069}
{file: Rasputin_Special_3-184.png; pivotX: 110.428; pivotY: 400.5699}
{file: Rasputin_Special_3-185.png; pivotX: 105.1182; pivotY: 405.1063}
{file: Rasputin_Special_3-186.png; pivotX: 100.9937; pivotY: 408.6024}
{file: Rasputin_Special_3-187.png; pivotX: 98.50492; pivotY: 412.0317}
{file: Rasputin_Special_3-188.png; pivotX: 96.37238; pivotY: 414.4525}
{file: Rasputin_Special_3-189.png; pivotX: 95.02469; pivotY: 415.8799}
{file: Rasputin_Special_3-190.png; pivotX: 93.87663; pivotY: 417.2817}
{file: Rasputin_Special_3-191.png; pivotX: 92.84218; pivotY: 418.6714}
{file: Rasputin_Special_3-192.png; pivotX: 92.36104; pivotY: 420.0207}
{file: Rasputin_Special_3-193.png; pivotX: 91.3943; pivotY: 420.3403}
{file: Rasputin_Special_3-194.png; pivotX: 90.89463; pivotY: 421.5486}
{file: Rasputin_Special_3-195.png; pivotX: 89.85066; pivotY: 421.7347}
{file: Rasputin_Special_3-196.png; pivotX: 89.27718; pivotY: 421.8617}
{file: Rasputin_Special_3-197.png; pivotX: 88.19038; pivotY: 421.934}
{file: Rasputin_Special_3-198.png; pivotX: 87.60184; pivotY: 421.9561}
{file: Rasputin_Special_3-199.png; pivotX: 86.53799; pivotY: 421.9323}
{file: Rasputin_Special_3-200.png; pivotX: 86.02; pivotY: 421.867}
{file: Rasputin_Special_3-201.png; pivotX: 85.55359; pivotY: 421.7642}
{file: Rasputin_Special_3-202.png; pivotX: 85.13275; pivotY: 422.584}
{file: Rasputin_Special_3-203.png; pivotX: 84.79123; pivotY: 422.411}
{file: Rasputin_Special_3-204.png; pivotX: 84.50971; pivotY: 422.2059}
{file: Rasputin_Special_3-205.png; pivotX: 84.29037; pivotY: 421.0153}
{file: Rasputin_Special_3-206.png; pivotX: 84.56963; pivotY: 420.7598}
{file: Rasputin_Special_3-207.png; pivotX: 84.34215; pivotY: 420.4855}
{file: Rasputin_Special_3-208.png; pivotX: 84.08983; pivotY: 420.1943}
{file: Rasputin_Special_3-209.png; pivotX: 84.31669; pivotY: 418.936}
{file: Rasputin_Special_3-210.png; pivotX: 83.96377; pivotY: 418.6237}
{file: Rasputin_Special_3-211.png; pivotX: 83.52998; pivotY: 418.3068}
{file: Rasputin_Special_3-212.png; pivotX: 82.52631; pivotY: 417.0372}
{file: Rasputin_Special_3-213.png; pivotX: 81.88486; pivotY: 416.7241}
{file: Rasputin_Special_3-214.png; pivotX: 80.59012; pivotY: 416.4182}
{file: Rasputin_Special_3-215.png; pivotX: 79.09607; pivotY: 415.1724}
{file: Rasputin_Special_3-216.png; pivotX: 76.93834; pivotY: 414.8987}
{file: Rasputin_Special_3-217.png; pivotX: 76.57044; pivotY: 414.6452}
{file: Rasputin_Special_3-218.png; pivotX: 76.14761; pivotY: 414.4072}
{file: Rasputin_Special_3-219.png; pivotX: 75.66669; pivotY: 414.1908}
{file: Rasputin_Special_3-220.png; pivotX: 74.76569; pivotY: 414.0534}
{file: Rasputin_Special_3-221.png; pivotX: 73.99986; pivotY: 414.019}
{file: Rasputin_Special_3-222.png; pivotX: 71.91536; pivotY: 412.1445}
{file: Rasputin_Special_3-223.png; pivotX: 70.80968; pivotY: 406.7669}
{file: Rasputin_Special_3-224.png; pivotX: 70.26042; pivotY: 401.3808}
{file: Rasputin_Special_3-225.png; pivotX: 70.2574; pivotY: 395.1736}
{file: Rasputin_Special_3-226.png; pivotX: 70.63707; pivotY: 391.616}
{file: Rasputin_Special_3-227.png; pivotX: 71.16757; pivotY: 385.8846}
{file: Rasputin_Special_3-228.png; pivotX: 71.65919; pivotY: 379.0048}
{file: Rasputin_Special_3-229.png; pivotX: 71.92971; pivotY: 371.0611}
{file: Rasputin_Special_3-230.png; pivotX: 68.48092; pivotY: 364.1099}
{file: Rasputin_Special_3-231.png; pivotX: 65.51149; pivotY: 358.2645}
{file: Rasputin_Special_3-232.png; pivotX: 65.54434; pivotY: 352.5107}
{file: Rasputin_Special_3-233.png; pivotX: 66.58857; pivotY: 347.8311}
{file: Rasputin_Special_3-234.png; pivotX: 68.13278; pivotY: 342.558}
{file: Rasputin_Special_3-235.png; pivotX: 69.52648; pivotY: 337.6782}
{file: Rasputin_Special_3-236.png; pivotX: 71.8659; pivotY: 333.2919}
{file: Rasputin_Special_3-237.png; pivotX: 74.65218; pivotY: 327.8557}
{file: Rasputin_Special_3-238.png; pivotX: 78.40866; pivotY: 322.6432}
{file: Rasputin_Special_3-239.png; pivotX: 83.84513; pivotY: 311.1839}
{file: Rasputin_Special_3-240.png; pivotX: 90.21474; pivotY: 303.3011}
{file: Rasputin_Special_3-241.png; pivotX: 95.26949; pivotY: 298.8507}
{file: Rasputin_Special_3-242.png; pivotX: 101.0046; pivotY: 294.1713}
{file: Rasputin_Special_3-243.png; pivotX: 106.7311; pivotY: 291.4068}
{file: Rasputin_Special_3-244.png; pivotX: 110.1038; pivotY: 289.1901}
{file: Rasputin_Special_3-245.png; pivotX: 112.4397; pivotY: 287.3053}
{file: Rasputin_Special_3-246.png; pivotX: 116.1875; pivotY: 284.9251}
{file: Rasputin_Special_3-247.png; pivotX: 121.4296; pivotY: 282.4261}
{file: Rasputin_Special_3-248.png; pivotX: 125.7671; pivotY: 281.2819}
{file: Rasputin_Special_3-249.png; pivotX: 128.8587; pivotY: 279.1846}
{file: Rasputin_Special_3-250.png; pivotX: 131.7574; pivotY: 278.1049}
{file: Rasputin_Special_3-251.png; pivotX: 133.9919; pivotY: 276.1578}
{file: Rasputin_Special_3-252.png; pivotX: 135.5621; pivotY: 276.15}
{file: Rasputin_Special_3-253.png; pivotX: 136.5357; pivotY: 275.2131}
{file: Rasputin_Special_3-254.png; pivotX: 137.4697; pivotY: 274.3392}
{file: Rasputin_Special_3-255.png; pivotX: 138.3838; pivotY: 274.3994}
{file: Rasputin_Special_3-256.png; pivotX: 139.3118; pivotY: 273.4875}
{file: Rasputin_Special_3-257.png; pivotX: 140.2684; pivotY: 273.5334}
{file: Rasputin_Special_3-258.png; pivotX: 140.7793; pivotY: 273.5727}
{file: Rasputin_Special_3-259.png; pivotX: 141.3183; pivotY: 273.6005}
{file: Rasputin_Special_3-260.png; pivotX: 141.3473; pivotY: 273.6124}
{file: Rasputin_Special_3-261.png; pivotX: 141.8589; pivotY: 273.6056}
{file: Rasputin_Special_3-262.png; pivotX: 142.3458; pivotY: 273.573}
{file: Rasputin_Special_3-263.png; pivotX: 142.3097; pivotY: 273.5315}
{file: Rasputin_Special_3-264.png; pivotX: 142.259; pivotY: 273.5079}
{file: Rasputin_Special_3-265.png; pivotX: 142.6999; pivotY: 273.506}
{file: Rasputin_Special_3-266.png; pivotX: 142.6399; pivotY: 273.529}
{file: Rasputin_Special_3-267.png; pivotX: 142.5774; pivotY: 274.5329}
{file: Rasputin_Special_3-268.png; pivotX: 142.5311; pivotY: 274.6127}
{file: Rasputin_Special_3-269.png; pivotX: 142.4983; pivotY: 274.736}
{file: Rasputin_Special_3-270.png; pivotX: 142.4827; pivotY: 274.8256}
{file: Rasputin_Special_3-271.png; pivotX: 142.4877; pivotY: 274.839}
{file: Rasputin_Special_3-272.png; pivotX: 142.5166; pivotY: 274.8099}
{file: Rasputin_Special_3-273.png; pivotX: 142.5661; pivotY: 275.7326}
{file: Rasputin_Special_3-274.png; pivotX: 142.6457; pivotY: 275.7177}
{file: Rasputin_Special_3-275.png; pivotX: 142.2269; pivotY: 276.7198}
{file: Rasputin_Special_3-276.png; pivotX: 141.8044; pivotY: 277.8137}
{file: Rasputin_Special_3-277.png; pivotX: 140.8771; pivotY: 278.8976}
{file: Rasputin_Special_3-278.png; pivotX: 139.0063; pivotY: 280.9784}
{file: Rasputin_Special_3-279.png; pivotX: 136.2938; pivotY: 283.065}
{file: Rasputin_Special_3-280.png; pivotX: 133.2485; pivotY: 285.0906}
{file: Rasputin_Special_3-281.png; pivotX: 130.8861; pivotY: 288.062}
{file: Rasputin_Special_3-282.png; pivotX: 131.4528; pivotY: 291.0085}
{file: Rasputin_Special_3-283.png; pivotX: 131.3593; pivotY: 293.9511}
{file: Rasputin_Special_3-284.png; pivotX: 130.9784; pivotY: 296.8812}
{file: Rasputin_Special_3-285.png; pivotX: 129.7455; pivotY: 299.6093}
{file: Rasputin_Special_3-286.png; pivotX: 127.8786; pivotY: 302.8546}
{file: Rasputin_Special_3-287.png; pivotX: 125.8312; pivotY: 305.2576}
{file: Rasputin_Special_3-288.png; pivotX: 124.2281; pivotY: 306.8593}
{file: Rasputin_Special_3-289.png; pivotX: 122.0201; pivotY: 308.5917}
{file: Rasputin_Special_3-290.png; pivotX: 120.2362; pivotY: 310.4594}
{file: Rasputin_Special_3-291.png; pivotX: 119.7209; pivotY: 310.6736}
{file: Rasputin_Special_3-292.png; pivotX: 123.1598; pivotY: 311.9742}
{file: Rasputin_Special_3-293.png; pivotX: 125.3782; pivotY: 312.5805}
{file: Rasputin_Special_3-294.png; pivotX: 126.5919; pivotY: 312.5146}
{file: Rasputin_Special_3-295.png; pivotX: 126.7101; pivotY: 312.6713}
{file: Rasputin_Special_3-296.png; pivotX: 127.4509; pivotY: 313.0472}
{file: Rasputin_Special_3-297.png; pivotX: 128.52; pivotY: 313.758}
{file: Rasputin_Special_3-298.png; pivotX: 129.5208; pivotY: 314.6913}
{file: Rasputin_Special_3-299.png; pivotX: 130.1618; pivotY: 315.8228}
{file: Rasputin_Special_3-300.png; pivotX: 131.0931; pivotY: 316.2733}
{file: Rasputin_Special_3-301.png; pivotX: 132.115; pivotY: 316.9556}
{file: Rasputin_Special_3-302.png; pivotX: 133.2375; pivotY: 317.8835}
{file: Rasputin_Special_3-303.png; pivotX: 133.743; pivotY: 318.1136}
{file: Rasputin_Special_3-304.png; pivotX: 134.2869; pivotY: 318.4327}
{file: Rasputin_Special_3-305.png; pivotX: 134.4808; pivotY: 319.6808}
{file: Rasputin_Special_3-306.png; pivotX: 133.7606; pivotY: 320.0698}
{file: Rasputin_Special_3-307.png; pivotX: 132.5646; pivotY: 319.5434}
{file: Rasputin_Special_3-308.png; pivotX: 130.7622; pivotY: 321.7045}
{file: Rasputin_Special_3-309.png; pivotX: 127.979; pivotY: 324.7886}
{file: Rasputin_Special_3-310.png; pivotX: 125.8465; pivotY: 326.7118}
{file: Rasputin_Special_3-311.png; pivotX: 123.0933; pivotY: 327.4697}
{file: Rasputin_Special_3-312.png; pivotX: 119.4588; pivotY: 327.1769}
{file: Rasputin_Special_3-313.png; pivotX: 115.8248; pivotY: 325.0923}
{file: Rasputin_Special_3-314.png; pivotX: 111.5892; pivotY: 322.211}
{file: Rasputin_Special_3-315.png; pivotX: 107.3707; pivotY: 319.4713}
{file: Rasputin_Special_3-316.png; pivotX: 103.3822; pivotY: 316.0307}
{file: Rasputin_Special_3-317.png; pivotX: 99.05819; pivotY: 311.8136}
{file: Rasputin_Special_3-318.png; pivotX: 94.97401; pivotY: 303.7616}
{file: Rasputin_Special_3-319.png; pivotX: 91.35529; pivotY: 303.6816}
{file: Rasputin_Special_3-320.png; pivotX: 87.02411; pivotY: 304.7071}
{file: Rasputin_Special_3-321.png; pivotX: 81.36808; pivotY: 306.9341}
{file: Rasputin_Special_3-322.png; pivotX: 75.3776; pivotY: 311.3664}
{file: Rasputin_Special_3-323.png; pivotX: 76.71038; pivotY: 316.3624}
{file: Rasputin_Special_3-324.png; pivotX: 79.38533; pivotY: 321.902}
{file: Rasputin_Special_3-325.png; pivotX: 81.36516; pivotY: 327.1231}
{file: Rasputin_Special_3-326.png; pivotX: 82.50905; pivotY: 332.6248}
{file: Rasputin_Special_3-327.png; pivotX: 82.393; pivotY: 336.4911}
{file: Rasputin_Special_3-328.png; pivotX: 80.9312; pivotY: 341.1587}
{file: Rasputin_Special_3-329.png; pivotX: 80.71861; pivotY: 344.3967}
{file: Rasputin_Special_3-330.png; pivotX: 85.13021; pivotY: 346.9994}
{file: Rasputin_Special_3-331.png; pivotX: 80.35441; pivotY: 350.0804}
{file: Rasputin_Special_3-332.png; pivotX: 75.15002; pivotY: 351.8075}
{file: Rasputin_Special_3-333.png; pivotX: 72.76763; pivotY: 353.3318}
{file: Rasputin_Special_3-334.png; pivotX: 70.65504; pivotY: 355.3979}
{file: Rasputin_Special_3-335.png; pivotX: 69.99685; pivotY: 355.8911}
{file: Rasputin_Special_3-336.png; pivotX: 69.19739; pivotY: 357.3104}
{file: Rasputin_Special_3-337.png; pivotX: 68.33089; pivotY: 357.7471}
{file: Rasputin_Special_3-338.png; pivotX: 67.77444; pivotY: 357.93}
{file: Rasputin_Special_3-339.png; pivotX: 67.67615; pivotY: 357.792}
{file: Rasputin_Special_3-340.png; pivotX: 67.45665; pivotY: 357.1129}
