{file: Devana_Special_2_Part_2-0.png; pivotX: 139.5733; pivotY: 235.0004}
{file: Devana_Special_2_Part_2-92.png; pivotX: 91.3718; pivotY: 308.8699}
{file: Devana_Special_2_Part_2-93.png; pivotX: 91.45334; pivotY: 308.9601}
{file: Devana_Special_2_Part_2-94.png; pivotX: 91.07845; pivotY: 309.0091}
{file: Devana_Special_2_Part_2-95.png; pivotX: 91.22459; pivotY: 309.986}
{file: Devana_Special_2_Part_2-96.png; pivotX: 91.39585; pivotY: 309.973}
{file: Devana_Special_2_Part_2-97.png; pivotX: 91.56166; pivotY: 310.9122}
{file: Devana_Special_2_Part_2-98.png; pivotX: 91.72379; pivotY: 310.8832}
{file: Devana_Special_2_Part_2-99.png; pivotX: 91.85329; pivotY: 311.8275}
{file: Devana_Special_2_Part_2-100.png; pivotX: 91.94966; pivotY: 311.8244}
{file: Devana_Special_2_Part_2-101.png; pivotX: 92.003; pivotY: 312.772}
{file: Devana_Special_2_Part_2-102.png; pivotX: 92.03674; pivotY: 312.7228}
{file: Devana_Special_2_Part_2-103.png; pivotX: 92.03612; pivotY: 313.6409}
