{file: Devana_Special_2_Part_2-0.png; posX: 1.36652; posY: 0}
{file: Devana_Special_2_Part_2-28.png; posX: 1.939894; posY: -0.002963901}
{file: Devana_Special_2_Part_2-29.png; posX: 1.940561; posY: -0.00188607}
{file: Devana_Special_2_Part_2-30.png; posX: 1.941877; posY: -0.001104951}
{file: Devana_Special_2_Part_2-31.png; posX: 1.943959; posY: -0.0006290078}
{file: Devana_Special_2_Part_2-32.png; posX: 1.946927; posY: -0.0004666448}
{file: Devana_Special_2_Part_2-33.png; posX: 1.9509; posY: -0.0006263852}
{file: Devana_Special_2_Part_2-34.png; posX: 1.955997; posY: -0.001116574}
{file: Devana_Special_2_Part_2-35.png; posX: 1.962336; posY: -0.001945734}
{file: Devana_Special_2_Part_2-36.png; posX: 1.970037; posY: -0.00312233}
{file: Devana_Special_2_Part_2-37.png; posX: 1.979218; posY: -0.004654646}
{file: Devana_Special_2_Part_2-38.png; posX: 1.989998; posY: -0.006551325}
{file: Devana_Special_2_Part_2-39.png; posX: 2.002496; posY: -0.008820653}
{file: Devana_Special_2_Part_2-40.png; posX: 2.016832; posY: -0.01147121}
{file: Devana_Special_2_Part_2-41.png; posX: 2.033123; posY: -0.01451129}
{file: Devana_Special_2_Part_2-42.png; posX: 2.051489; posY: -0.0165422}
{file: Devana_Special_2_Part_2-43.png; posX: 2.072049; posY: -0.01635724}
{file: Devana_Special_2_Part_2-44.png; posX: 2.094921; posY: -0.0142532}
{file: Devana_Special_2_Part_2-45.png; posX: 2.119404; posY: -0.01052678}
{file: Devana_Special_2_Part_2-46.png; posX: 2.144672; posY: -0.005474746}
{file: Devana_Special_2_Part_2-47.png; posX: 2.170662; posY: 0.0006062984}
{file: Devana_Special_2_Part_2-48.png; posX: 2.197308; posY: 0.007419527}
{file: Devana_Special_2_Part_2-49.png; posX: 2.224546; posY: 0.01466829}
{file: Devana_Special_2_Part_2-50.png; posX: 2.25231; posY: 0.0220558}
{file: Devana_Special_2_Part_2-51.png; posX: 2.280535; posY: 0.02928537}
{file: Devana_Special_2_Part_2-52.png; posX: 2.309157; posY: 0.03606027}
{file: Devana_Special_2_Part_2-53.png; posX: 2.33811; posY: 0.0420838}
{file: Devana_Special_2_Part_2-54.png; posX: 2.367331; posY: 0.04705924}
{file: Devana_Special_2_Part_2-55.png; posX: 2.396753; posY: 0.05110747}
{file: Devana_Special_2_Part_2-56.png; posX: 2.426312; posY: 0.05455619}
{file: Devana_Special_2_Part_2-57.png; posX: 2.455944; posY: 0.05741847}
{file: Devana_Special_2_Part_2-58.png; posX: 2.485582; posY: 0.05970752}
{file: Devana_Special_2_Part_2-59.png; posX: 2.515162; posY: 0.06143653}
{file: Devana_Special_2_Part_2-60.png; posX: 2.54462; posY: 0.06261855}
{file: Devana_Special_2_Part_2-61.png; posX: 2.572558; posY: 0.06326687}
{file: Devana_Special_2_Part_2-62.png; posX: 2.597702; posY: 0.06339461}
{file: Devana_Special_2_Part_2-63.png; posX: 2.620174; posY: 0.06301486}
{file: Devana_Special_2_Part_2-64.png; posX: 2.640096; posY: 0.06214088}
{file: Devana_Special_2_Part_2-65.png; posX: 2.657589; posY: 0.06078577}
{file: Devana_Special_2_Part_2-66.png; posX: 2.672776; posY: 0.05896276}
{file: Devana_Special_2_Part_2-67.png; posX: 2.685776; posY: 0.05668491}
{file: Devana_Special_2_Part_2-68.png; posX: 2.696712; posY: 0.05396551}
{file: Devana_Special_2_Part_2-69.png; posX: 2.705706; posY: 0.05081761}
{file: Devana_Special_2_Part_2-70.png; posX: 2.712878; posY: 0.04725444}
{file: Devana_Special_2_Part_2-71.png; posX: 2.718351; posY: 0.04328912}
{file: Devana_Special_2_Part_2-72.png; posX: 2.722246; posY: 0.03893489}
{file: Devana_Special_2_Part_2-73.png; posX: 2.724685; posY: 0.03420484}
{file: Devana_Special_2_Part_2-74.png; posX: 2.725789; posY: 0.02911216}
{file: Devana_Special_2_Part_2-75.png; posX: 2.72568; posY: 0.02366996}
{file: Devana_Special_2_Part_2-76.png; posX: 2.724479; posY: 0.01831973}
{file: Devana_Special_2_Part_2-77.png; posX: 2.722878; posY: 0.01346064}
{file: Devana_Special_2_Part_2-78.png; posX: 2.721479; posY: 0.00904268}
{file: Devana_Special_2_Part_2-79.png; posX: 2.720273; posY: 0.00501585}
{file: Devana_Special_2_Part_2-80.png; posX: 2.719248; posY: 0.001330137}
{file: Devana_Special_2_Part_2-81.png; posX: 2.718393; posY: -0.002064407}
{file: Devana_Special_2_Part_2-82.png; posX: 2.717699; posY: -0.005217969}
{file: Devana_Special_2_Part_2-83.png; posX: 2.717154; posY: -0.00818038}
{file: Devana_Special_2_Part_2-84.png; posX: 2.716748; posY: -0.01100177}
{file: Devana_Special_2_Part_2-85.png; posX: 2.71647; posY: -0.01373214}
{file: Devana_Special_2_Part_2-86.png; posX: 2.716309; posY: -0.01642144}
{file: Devana_Special_2_Part_2-87.png; posX: 2.716255; posY: -0.0191198}
{file: Devana_Special_2_Part_2-88.png; posX: 2.716297; posY: -0.02187717}
{file: Devana_Special_2_Part_2-89.png; posX: 2.716425; posY: -0.02424759}
{file: Devana_Special_2_Part_2-90.png; posX: 2.716628; posY: -0.02580899}
{file: Devana_Special_2_Part_2-91.png; posX: 2.716894; posY: -0.02664739}
{file: Devana_Special_2_Part_2-92.png; posX: 2.717215; posY: -0.02684855}
{file: Devana_Special_2_Part_2-93.png; posX: 2.717578; posY: -0.02649844}
{file: Devana_Special_2_Part_2-94.png; posX: 2.717973; posY: -0.02568281}
{file: Devana_Special_2_Part_2-95.png; posX: 2.71839; posY: -0.02448761}
{file: Devana_Special_2_Part_2-96.png; posX: 2.718818; posY: -0.02299869}
{file: Devana_Special_2_Part_2-97.png; posX: 2.719246; posY: -0.02130193}
{file: Devana_Special_2_Part_2-98.png; posX: 2.719663; posY: -0.01948315}
{file: Devana_Special_2_Part_2-99.png; posX: 2.72006; posY: -0.01762831}
{file: Devana_Special_2_Part_2-100.png; posX: 2.720424; posY: -0.01582319}
{file: Devana_Special_2_Part_2-101.png; posX: 2.720747; posY: -0.01415378}
{file: Devana_Special_2_Part_2-102.png; posX: 2.721016; posY: -0.0127058}
{file: Devana_Special_2_Part_2-103.png; posX: 2.721221; posY: -0.01156527}
