{file: Devana_Special_2_Part_5-0.png; posX: 4.506198; posY: 0}
{file: Devana_Special_2_Part_5-92.png; posX: 6.36485; posY: 1.738729}
{file: Devana_Special_2_Part_5-93.png; posX: 6.406798; posY: 1.700938}
{file: Devana_Special_2_Part_5-94.png; posX: 6.483099; posY: 1.592014}
{file: Devana_Special_2_Part_5-95.png; posX: 6.606174; posY: 1.37367}
{file: Devana_Special_2_Part_5-96.png; posX: 6.767512; posY: 1.104807}
{file: Devana_Special_2_Part_5-97.png; posX: 6.942425; posY: 0.8584169}
{file: Devana_Special_2_Part_5-98.png; posX: 7.119079; posY: 0.5695434}
{file: Devana_Special_2_Part_5-99.png; posX: 7.285638; posY: 0.1644712}
{file: Devana_Special_2_Part_5-100.png; posX: 7.430267; posY: -0.1837755}
{file: Devana_Special_2_Part_5-101.png; posX: 7.54113; posY: -0.2637241}
{file: Devana_Special_2_Part_5-102.png; posX: 7.606392; posY: -0.2644421}
{file: Devana_Special_2_Part_5-103.png; posX: 7.63958; posY: -0.3307909}
{file: Devana_Special_2_Part_5-104.png; posX: 7.663076; posY: -0.3838867}
{file: Devana_Special_2_Part_5-105.png; posX: 7.678328; posY: -0.3814417}
{file: Devana_Special_2_Part_5-106.png; posX: 7.686783; posY: -0.358537}
{file: Devana_Special_2_Part_5-107.png; posX: 7.689888; posY: -0.345233}
{file: Devana_Special_2_Part_5-108.png; posX: 7.689092; posY: -0.3365364}
{file: Devana_Special_2_Part_5-109.png; posX: 7.685841; posY: -0.3302818}
{file: Devana_Special_2_Part_5-110.png; posX: 7.681582; posY: -0.3273433}
{file: Devana_Special_2_Part_5-111.png; posX: 7.677765; posY: -0.3289931}
{file: Devana_Special_2_Part_5-112.png; posX: 7.675836; posY: -0.3336626}
{file: Devana_Special_2_Part_5-113.png; posX: 7.677242; posY: -0.3397831}
{file: Devana_Special_2_Part_5-114.png; posX: 7.680518; posY: -0.3457859}
{file: Devana_Special_2_Part_5-115.png; posX: 7.683249; posY: -0.3501025}
{file: Devana_Special_2_Part_5-116.png; posX: 7.685458; posY: -0.3526161}
{file: Devana_Special_2_Part_5-117.png; posX: 7.687171; posY: -0.3543102}
{file: Devana_Special_2_Part_5-118.png; posX: 7.688413; posY: -0.3552662}
{file: Devana_Special_2_Part_5-119.png; posX: 7.689208; posY: -0.3555657}
{file: Devana_Special_2_Part_5-120.png; posX: 7.689579; posY: -0.3552904}
{file: Devana_Special_2_Part_5-121.png; posX: 7.689552; posY: -0.3545216}
{file: Devana_Special_2_Part_5-122.png; posX: 7.689152; posY: -0.353341}
{file: Devana_Special_2_Part_5-123.png; posX: 7.688401; posY: -0.35183}
{file: Devana_Special_2_Part_5-124.png; posX: 7.687326; posY: -0.3500704}
{file: Devana_Special_2_Part_5-125.png; posX: 7.685951; posY: -0.3481434}
{file: Devana_Special_2_Part_5-126.png; posX: 7.6843; posY: -0.3461308}
{file: Devana_Special_2_Part_5-127.png; posX: 7.682397; posY: -0.3441141}
{file: Devana_Special_2_Part_5-128.png; posX: 7.680268; posY: -0.3421747}
{file: Devana_Special_2_Part_5-129.png; posX: 7.677936; posY: -0.3403943}
{file: Devana_Special_2_Part_5-130.png; posX: 7.675426; posY: -0.3388544}
{file: Devana_Special_2_Part_5-131.png; posX: 7.672762; posY: -0.3376364}
{file: Devana_Special_2_Part_5-132.png; posX: 7.66997; posY: -0.3368221}
{file: Devana_Special_2_Part_5-133.png; posX: 7.667073; posY: -0.3364928}
{file: Devana_Special_2_Part_5-134.png; posX: 7.664096; posY: -0.3366097}
{file: Devana_Special_2_Part_5-135.png; posX: 7.661064; posY: -0.3368664}
{file: Devana_Special_2_Part_5-136.png; posX: 7.658; posY: -0.3369436}
{file: Devana_Special_2_Part_5-137.png; posX: 7.65493; posY: -0.3365216}
{file: Devana_Special_2_Part_5-138.png; posX: 7.651878; posY: -0.3352812}
{file: Devana_Special_2_Part_5-139.png; posX: 7.648868; posY: -0.3329026}
{file: Devana_Special_2_Part_5-140.png; posX: 7.645926; posY: -0.3254689}
{file: Devana_Special_2_Part_5-141.png; posX: 7.643075; posY: -0.3094723}
{file: Devana_Special_2_Part_5-142.png; posX: 7.640339; posY: -0.2892982}
{file: Devana_Special_2_Part_5-143.png; posX: 7.637744; posY: -0.2690893}
{file: Devana_Special_2_Part_5-144.png; posX: 7.635314; posY: -0.2487767}
{file: Devana_Special_2_Part_5-145.png; posX: 7.633073; posY: -0.2282914}
{file: Devana_Special_2_Part_5-146.png; posX: 7.631046; posY: -0.2075644}
{file: Devana_Special_2_Part_5-147.png; posX: 7.629257; posY: -0.1865267}
{file: Devana_Special_2_Part_5-148.png; posX: 7.627731; posY: -0.1651093}
{file: Devana_Special_2_Part_5-149.png; posX: 7.626493; posY: -0.1430277}
{file: Devana_Special_2_Part_5-150.png; posX: 7.625566; posY: -0.1203069}
{file: Devana_Special_2_Part_5-151.png; posX: 7.624976; posY: -0.09733969}
{file: Devana_Special_2_Part_5-152.png; posX: 7.624746; posY: -0.0745194}
{file: Devana_Special_2_Part_5-153.png; posX: 7.624901; posY: -0.05223948}
{file: Devana_Special_2_Part_5-154.png; posX: 7.625466; posY: -0.03089309}
{file: Devana_Special_2_Part_5-155.png; posX: 7.626466; posY: -0.01087356}
{file: Devana_Special_2_Part_5-156.png; posX: 7.627924; posY: 0.007425785}
{file: Devana_Special_2_Part_5-157.png; posX: 7.629866; posY: 0.02361155}
{file: Devana_Special_2_Part_5-158.png; posX: 7.632315; posY: 0.03729057}
{file: Devana_Special_2_Part_5-159.png; posX: 7.635296; posY: 0.04806942}
{file: Devana_Special_2_Part_5-160.png; posX: 7.638834; posY: 0.05555487}
{file: Devana_Special_2_Part_5-161.png; posX: 7.64299; posY: 0.05935353}
{file: Devana_Special_2_Part_5-162.png; posX: 7.647761; posY: 0.0590722}
{file: Devana_Special_2_Part_5-163.png; posX: 7.653073; posY: 0.05431741}
{file: Devana_Special_2_Part_5-164.png; posX: 7.658853; posY: 0.04589093}
{file: Devana_Special_2_Part_5-165.png; posX: 7.665026; posY: 0.0352878}
{file: Devana_Special_2_Part_5-166.png; posX: 7.67152; posY: 0.02315485}
{file: Devana_Special_2_Part_5-167.png; posX: 7.678261; posY: 0.01013905}
{file: Devana_Special_2_Part_5-168.png; posX: 7.685175; posY: -0.003112793}
{file: Devana_Special_2_Part_5-169.png; posX: 7.692189; posY: -0.01595378}
{file: Devana_Special_2_Part_5-170.png; posX: 7.699229; posY: -0.02773708}
{file: Devana_Special_2_Part_5-171.png; posX: 7.706222; posY: -0.03781569}
{file: Devana_Special_2_Part_5-172.png; posX: 7.713094; posY: -0.04554284}
{file: Devana_Special_2_Part_5-173.png; posX: 7.719772; posY: -0.05027163}
{file: Devana_Special_2_Part_5-174.png; posX: 7.726182; posY: -0.05271459}
{file: Devana_Special_2_Part_5-175.png; posX: 7.73225; posY: -0.05412161}
{file: Devana_Special_2_Part_5-176.png; posX: 7.737904; posY: -0.05465162}
{file: Devana_Special_2_Part_5-177.png; posX: 7.743068; posY: -0.05446357}
{file: Devana_Special_2_Part_5-178.png; posX: 7.747671; posY: -0.05371654}
{file: Devana_Special_2_Part_5-179.png; posX: 7.751638; posY: -0.05256945}
{file: Devana_Special_2_Part_5-180.png; posX: 7.754896; posY: -0.05118126}
{file: Devana_Special_2_Part_5-181.png; posX: 7.757371; posY: -0.04971093}
{file: Devana_Special_2_Part_5-182.png; posX: 7.75899; posY: -0.04831755}
{file: Devana_Special_2_Part_5-183.png; posX: 7.759679; posY: -0.04715997}
