{file: Devana_Special_2_Part_5-0.png; pivotX: 101.7955; pivotY: 348.6537}
{file: Devana_Special_2_Part_5-116.png; pivotX: 92.60456; pivotY: 136.7552}
{file: Devana_Special_2_Part_5-117.png; pivotX: 93.00449; pivotY: 135.5539}
{file: Devana_Special_2_Part_5-118.png; pivotX: 93.34704; pivotY: 134.3745}
{file: Devana_Special_2_Part_5-119.png; pivotX: 93.40068; pivotY: 134.186}
{file: Devana_Special_2_Part_5-120.png; pivotX: 93.55862; pivotY: 134.1826}
{file: Devana_Special_2_Part_5-121.png; pivotX: 93.66871; pivotY: 134.3065}
{file: Devana_Special_2_Part_5-122.png; pivotX: 93.6636; pivotY: 134.5077}
{file: Devana_Special_2_Part_5-123.png; pivotX: 93.41144; pivotY: 135.4584}
{file: Devana_Special_2_Part_5-124.png; pivotX: 93.41288; pivotY: 135.3641}
{file: Devana_Special_2_Part_5-125.png; pivotX: 92.62087; pivotY: 136.167}
{file: Devana_Special_2_Part_5-126.png; pivotX: 92.52388; pivotY: 136.1377}
{file: Devana_Special_2_Part_5-127.png; pivotX: 92.12613; pivotY: 137.0294}
{file: Devana_Special_2_Part_5-128.png; pivotX: 91.9234; pivotY: 137.0908}
{file: Devana_Special_2_Part_5-129.png; pivotX: 91.67715; pivotY: 137.1855}
{file: Devana_Special_2_Part_5-130.png; pivotX: 91.44579; pivotY: 137.3208}
{file: Devana_Special_2_Part_5-131.png; pivotX: 90.91989; pivotY: 136.5691}
{file: Devana_Special_2_Part_5-132.png; pivotX: 90.55888; pivotY: 136.6217}
{file: Devana_Special_2_Part_5-133.png; pivotX: 90.37577; pivotY: 135.6866}
{file: Devana_Special_2_Part_5-134.png; pivotX: 89.84351; pivotY: 135.5546}
{file: Devana_Special_2_Part_5-135.png; pivotX: 88.97818; pivotY: 134.5258}
{file: Devana_Special_2_Part_5-136.png; pivotX: 88.81084; pivotY: 132.5933}
{file: Devana_Special_2_Part_5-137.png; pivotX: 87.62015; pivotY: 133.3892}
{file: Devana_Special_2_Part_5-138.png; pivotX: 86.80506; pivotY: 133.4501}
{file: Devana_Special_2_Part_5-139.png; pivotX: 86.8414; pivotY: 132.9579}
{file: Devana_Special_2_Part_5-140.png; pivotX: 86.43922; pivotY: 134.2662}
{file: Devana_Special_2_Part_5-141.png; pivotX: 85.19557; pivotY: 138.0518}
{file: Devana_Special_2_Part_5-142.png; pivotX: 83.58913; pivotY: 143.5125}
{file: Devana_Special_2_Part_5-143.png; pivotX: 81.31402; pivotY: 149.174}
{file: Devana_Special_2_Part_5-144.png; pivotX: 79.00977; pivotY: 154.6632}
{file: Devana_Special_2_Part_5-145.png; pivotX: 76.86694; pivotY: 161.3261}
{file: Devana_Special_2_Part_5-146.png; pivotX: 75.54636; pivotY: 170.1599}
{file: Devana_Special_2_Part_5-147.png; pivotX: 74.55728; pivotY: 181.427}
{file: Devana_Special_2_Part_5-148.png; pivotX: 73.35515; pivotY: 192.5153}
{file: Devana_Special_2_Part_5-149.png; pivotX: 72.4635; pivotY: 203.6231}
{file: Devana_Special_2_Part_5-150.png; pivotX: 71.77238; pivotY: 214.8782}
{file: Devana_Special_2_Part_5-151.png; pivotX: 70.82866; pivotY: 226.2821}
{file: Devana_Special_2_Part_5-152.png; pivotX: 70.57286; pivotY: 237.7203}
{file: Devana_Special_2_Part_5-153.png; pivotX: 71.29749; pivotY: 249.0873}
{file: Devana_Special_2_Part_5-154.png; pivotX: 71.17642; pivotY: 259.6616}
{file: Devana_Special_2_Part_5-155.png; pivotX: 72.43739; pivotY: 270.6665}
{file: Devana_Special_2_Part_5-156.png; pivotX: 74.08466; pivotY: 280.3208}
{file: Devana_Special_2_Part_5-157.png; pivotX: 74.68519; pivotY: 289.2311}
{file: Devana_Special_2_Part_5-158.png; pivotX: 74.9995; pivotY: 297.0674}
{file: Devana_Special_2_Part_5-159.png; pivotX: 75.35787; pivotY: 303.0167}
{file: Devana_Special_2_Part_5-160.png; pivotX: 75.9642; pivotY: 306.2054}
{file: Devana_Special_2_Part_5-161.png; pivotX: 76.86443; pivotY: 308.6635}
{file: Devana_Special_2_Part_5-162.png; pivotX: 77.37227; pivotY: 311.2457}
{file: Devana_Special_2_Part_5-163.png; pivotX: 78.01968; pivotY: 314.5771}
{file: Devana_Special_2_Part_5-164.png; pivotX: 78.64422; pivotY: 316.5721}
{file: Devana_Special_2_Part_5-165.png; pivotX: 78.68346; pivotY: 317.6988}
{file: Devana_Special_2_Part_5-166.png; pivotX: 78.96361; pivotY: 318.9653}
{file: Devana_Special_2_Part_5-167.png; pivotX: 79.54961; pivotY: 319.0809}
{file: Devana_Special_2_Part_5-168.png; pivotX: 79.84814; pivotY: 318.1825}
{file: Devana_Special_2_Part_5-169.png; pivotX: 80.43256; pivotY: 317.2187}
{file: Devana_Special_2_Part_5-170.png; pivotX: 81.39198; pivotY: 316.1279}
{file: Devana_Special_2_Part_5-171.png; pivotX: 82.01765; pivotY: 314.9672}
{file: Devana_Special_2_Part_5-172.png; pivotX: 82.99072; pivotY: 313.862}
{file: Devana_Special_2_Part_5-173.png; pivotX: 84.26549; pivotY: 312.9057}
{file: Devana_Special_2_Part_5-174.png; pivotX: 85.65568; pivotY: 312.9565}
{file: Devana_Special_2_Part_5-175.png; pivotX: 86.53594; pivotY: 311.9498}
{file: Devana_Special_2_Part_5-176.png; pivotX: 87.37962; pivotY: 311.8956}
{file: Devana_Special_2_Part_5-177.png; pivotX: 88.28956; pivotY: 311.8919}
{file: Devana_Special_2_Part_5-178.png; pivotX: 89.22916; pivotY: 311.9173}
{file: Devana_Special_2_Part_5-179.png; pivotX: 90.05405; pivotY: 312.8816}
{file: Devana_Special_2_Part_5-180.png; pivotX: 90.76691; pivotY: 312.8638}
{file: Devana_Special_2_Part_5-181.png; pivotX: 91.32935; pivotY: 312.8394}
{file: Devana_Special_2_Part_5-182.png; pivotX: 91.70519; pivotY: 313.7784}
{file: Devana_Special_2_Part_5-183.png; pivotX: 91.8865; pivotY: 313.7584}
