{file: Devana_Light_Combo_Part_4-0.png; pivotX: 211.3598; pivotY: 264.8877}
{file: Devana_Light_Combo_Part_4-59.png; pivotX: 40.13423; pivotY: 398.0403}
{file: Devana_Light_Combo_Part_4-60.png; pivotX: 43.5066; pivotY: 398.1344}
{file: Devana_Light_Combo_Part_4-61.png; pivotX: 47.39351; pivotY: 391.2551}
{file: Devana_Light_Combo_Part_4-62.png; pivotX: 51.2955; pivotY: 375.3978}
{file: Devana_Light_Combo_Part_4-63.png; pivotX: 59.56193; pivotY: 357.5857}
{file: Devana_Light_Combo_Part_4-64.png; pivotX: 83.85766; pivotY: 346.767}
{file: Devana_Light_Combo_Part_4-65.png; pivotX: 63.9136; pivotY: 361.817}
{file: Devana_Light_Combo_Part_4-66.png; pivotX: 67.49426; pivotY: 355.9911}
{file: Devana_Light_Combo_Part_4-67.png; pivotX: 71.96018; pivotY: 356.287}
{file: Devana_Light_Combo_Part_4-68.png; pivotX: 75.19427; pivotY: 357.5211}
{file: Devana_Light_Combo_Part_4-69.png; pivotX: 77.98345; pivotY: 357.7511}
{file: Devana_Light_Combo_Part_4-70.png; pivotX: 79.53464; pivotY: 357.9611}
{file: Devana_Light_Combo_Part_4-71.png; pivotX: 78.71706; pivotY: 358.1591}
{file: Devana_Light_Combo_Part_4-72.png; pivotX: 76.77404; pivotY: 358.295}
{file: Devana_Light_Combo_Part_4-73.png; pivotX: 74.34389; pivotY: 358.3138}
{file: Devana_Light_Combo_Part_4-74.png; pivotX: 77.44807; pivotY: 357.2407}
{file: Devana_Light_Combo_Part_4-75.png; pivotX: 79.84213; pivotY: 357.0378}
{file: Devana_Light_Combo_Part_4-76.png; pivotX: 81.53055; pivotY: 356.7303}
{file: Devana_Light_Combo_Part_4-77.png; pivotX: 84.06652; pivotY: 355.347}
{file: Devana_Light_Combo_Part_4-78.png; pivotX: 86.29856; pivotY: 353.8761}
{file: Devana_Light_Combo_Part_4-79.png; pivotX: 88.45693; pivotY: 353.3084}
{file: Devana_Light_Combo_Part_4-80.png; pivotX: 90.09261; pivotY: 351.7446}
{file: Devana_Light_Combo_Part_4-81.png; pivotX: 92.03403; pivotY: 350.1249}
{file: Devana_Light_Combo_Part_4-82.png; pivotX: 93.69865; pivotY: 347.5692}
{file: Devana_Light_Combo_Part_4-83.png; pivotX: 94.82139; pivotY: 346.0968}
{file: Devana_Light_Combo_Part_4-84.png; pivotX: 95.64555; pivotY: 344.5999}
{file: Devana_Light_Combo_Part_4-85.png; pivotX: 96.30583; pivotY: 342.9209}
{file: Devana_Light_Combo_Part_4-86.png; pivotX: 96.26383; pivotY: 340.8952}
{file: Devana_Light_Combo_Part_4-87.png; pivotX: 96.1701; pivotY: 340.2848}
{file: Devana_Light_Combo_Part_4-88.png; pivotX: 96.16418; pivotY: 339.2026}
{file: Devana_Light_Combo_Part_4-89.png; pivotX: 96.20057; pivotY: 338.8583}
{file: Devana_Light_Combo_Part_4-90.png; pivotX: 95.83677; pivotY: 337.5596}
{file: Devana_Light_Combo_Part_4-91.png; pivotX: 95.15655; pivotY: 337.3673}
{file: Devana_Light_Combo_Part_4-92.png; pivotX: 94.69556; pivotY: 337.4316}
{file: Devana_Light_Combo_Part_4-93.png; pivotX: 94.41465; pivotY: 336.9761}
{file: Devana_Light_Combo_Part_4-94.png; pivotX: 94.1671; pivotY: 336.0102}
{file: Devana_Light_Combo_Part_4-95.png; pivotX: 93.35736; pivotY: 336.2799}
{file: Devana_Light_Combo_Part_4-96.png; pivotX: 93.08279; pivotY: 335.8929}
{file: Devana_Light_Combo_Part_4-97.png; pivotX: 92.92851; pivotY: 335.7231}
{file: Devana_Light_Combo_Part_4-98.png; pivotX: 92.84462; pivotY: 336.645}
{file: Devana_Light_Combo_Part_4-99.png; pivotX: 92.78265; pivotY: 336.7844}
{file: Devana_Light_Combo_Part_4-100.png; pivotX: 92.71795; pivotY: 337.0196}
{file: Devana_Light_Combo_Part_4-101.png; pivotX: 92.64654; pivotY: 337.3115}
{file: Devana_Light_Combo_Part_4-102.png; pivotX: 92.04862; pivotY: 337.6217}
{file: Devana_Light_Combo_Part_4-103.png; pivotX: 91.92458; pivotY: 337.912}
{file: Devana_Light_Combo_Part_4-104.png; pivotX: 91.80937; pivotY: 338.218}
{file: Devana_Light_Combo_Part_4-105.png; pivotX: 91.75248; pivotY: 338.5754}
{file: Devana_Light_Combo_Part_4-106.png; pivotX: 91.77036; pivotY: 338.9466}
{file: Devana_Light_Combo_Part_4-107.png; pivotX: 91.83015; pivotY: 339.2929}
{file: Devana_Light_Combo_Part_4-108.png; pivotX: 91.88571; pivotY: 339.5733}
{file: Devana_Light_Combo_Part_4-109.png; pivotX: 91.93385; pivotY: 338.8637}
