{file: Devana_Light_Combo_Part_1-0.png; posX: 0.02823552; posY: 0}
{file: Devana_Light_Combo_Part_1-29.png; posX: 0.448043; posY: 0.002778232}
{file: Devana_Light_Combo_Part_1-30.png; posX: 0.4440675; posY: 0.001604021}
{file: Devana_Light_Combo_Part_1-31.png; posX: 0.4408546; posY: -2.527237E-05}
{file: Devana_Light_Combo_Part_1-32.png; posX: 0.4388089; posY: -0.002628505}
{file: Devana_Light_Combo_Part_1-33.png; posX: 0.4383351; posY: -0.005914509}
{file: Devana_Light_Combo_Part_1-34.png; posX: 0.4387612; posY: -0.009592175}
{file: Devana_Light_Combo_Part_1-35.png; posX: 0.4391469; posY: -0.01337039}
{file: Devana_Light_Combo_Part_1-36.png; posX: 0.4394937; posY: -0.01695806}
{file: Devana_Light_Combo_Part_1-37.png; posX: 0.4398031; posY: -0.020064}
{file: Devana_Light_Combo_Part_1-38.png; posX: 0.4400768; posY: -0.02239716}
{file: Devana_Light_Combo_Part_1-39.png; posX: 0.4403165; posY: -0.02366644}
{file: Devana_Light_Combo_Part_1-40.png; posX: 0.4405236; posY: -0.02358061}
{file: Devana_Light_Combo_Part_1-41.png; posX: 0.4406998; posY: -0.02267689}
{file: Devana_Light_Combo_Part_1-42.png; posX: 0.4408467; posY: -0.02169275}
{file: Devana_Light_Combo_Part_1-43.png; posX: 0.4409658; posY: -0.02063763}
{file: Devana_Light_Combo_Part_1-44.png; posX: 0.4410588; posY: -0.019521}
{file: Devana_Light_Combo_Part_1-45.png; posX: 0.4411273; posY: -0.01835233}
{file: Devana_Light_Combo_Part_1-46.png; posX: 0.4411729; posY: -0.0171411}
{file: Devana_Light_Combo_Part_1-47.png; posX: 0.4411971; posY: -0.01589668}
{file: Devana_Light_Combo_Part_1-48.png; posX: 0.4412016; posY: -0.01462865}
{file: Devana_Light_Combo_Part_1-49.png; posX: 0.4411879; posY: -0.01334643}
{file: Devana_Light_Combo_Part_1-50.png; posX: 0.4411576; posY: -0.01205939}
{file: Devana_Light_Combo_Part_1-51.png; posX: 0.4411125; posY: -0.01077712}
{file: Devana_Light_Combo_Part_1-52.png; posX: 0.4410539; posY: -0.009509027}
{file: Devana_Light_Combo_Part_1-53.png; posX: 0.4409836; posY: -0.008264542}
{file: Devana_Light_Combo_Part_1-54.png; posX: 0.4409032; posY: -0.007053137}
{file: Devana_Light_Combo_Part_1-55.png; posX: 0.4408141; posY: -0.00588429}
{file: Devana_Light_Combo_Part_1-56.png; posX: 0.4407181; posY: -0.004767478}
{file: Devana_Light_Combo_Part_1-57.png; posX: 0.4406167; posY: -0.003712118}
{file: Devana_Light_Combo_Part_1-58.png; posX: 0.4405116; posY: -0.002727687}
{file: Devana_Light_Combo_Part_1-59.png; posX: 0.4404042; posY: -0.001823664}
{file: Devana_Light_Combo_Part_1-60.png; posX: 0.4402963; posY: -0.001009464}
{file: Devana_Light_Combo_Part_1-61.png; posX: 0.4401894; posY: -0.0002945662}
{file: Devana_Light_Combo_Part_1-62.png; posX: 0.4400851; posY: 0.0003115535}
{file: Devana_Light_Combo_Part_1-63.png; posX: 0.4399849; posY: 0.0007994771}
{file: Devana_Light_Combo_Part_1-64.png; posX: 0.4398906; posY: 0.001159668}
{file: Devana_Light_Combo_Part_1-65.png; posX: 0.4398037; posY: 0.001382709}
{file: Devana_Light_Combo_Part_1-66.png; posX: 0.4397258; posY: 0.001459181}
{file: Devana_Light_Combo_Part_1-67.png; posX: 0.4396585; posY: 0.001459181}
{file: Devana_Light_Combo_Part_1-68.png; posX: 0.4396033; posY: 0.001459181}
{file: Devana_Light_Combo_Part_1-69.png; posX: 0.4395619; posY: 0.001459181}
{file: Devana_Light_Combo_Part_1-70.png; posX: 0.4395359; posY: 0.001459181}
