{file: Devana_Special_2_Part_3-0.png; pivotX: 117.9598; pivotY: 287.5439}
{file: Devana_Special_2_Part_3-28.png; pivotX: 98.01062; pivotY: 276.608}
{file: Devana_Special_2_Part_3-29.png; pivotX: 99.0565; pivotY: 273.5352}
{file: Devana_Special_2_Part_3-30.png; pivotX: 101.404; pivotY: 274.5428}
{file: Devana_Special_2_Part_3-31.png; pivotX: 103.4249; pivotY: 275.0255}
{file: Devana_Special_2_Part_3-32.png; pivotX: 105.2286; pivotY: 275.1698}
{file: Devana_Special_2_Part_3-33.png; pivotX: 105.9111; pivotY: 274.6987}
{file: Devana_Special_2_Part_3-34.png; pivotX: 105.9315; pivotY: 275.5229}
{file: Devana_Special_2_Part_3-35.png; pivotX: 105.941; pivotY: 276.4897}
{file: Devana_Special_2_Part_3-36.png; pivotX: 105.6757; pivotY: 276.4716}
{file: Devana_Special_2_Part_3-37.png; pivotX: 105.8224; pivotY: 277.4609}
{file: Devana_Special_2_Part_3-38.png; pivotX: 106.3185; pivotY: 277.5272}
{file: Devana_Special_2_Part_3-39.png; pivotX: 106.4226; pivotY: 277.6181}
{file: Devana_Special_2_Part_3-40.png; pivotX: 106.6159; pivotY: 278.6714}
{file: Devana_Special_2_Part_3-41.png; pivotX: 107.331; pivotY: 279.7133}
{file: Devana_Special_2_Part_3-42.png; pivotX: 107.5145; pivotY: 280.734}
{file: Devana_Special_2_Part_3-43.png; pivotX: 107.7144; pivotY: 280.7563}
{file: Devana_Special_2_Part_3-44.png; pivotX: 108.3601; pivotY: 281.7072}
{file: Devana_Special_2_Part_3-45.png; pivotX: 108.9164; pivotY: 282.6775}
{file: Devana_Special_2_Part_3-46.png; pivotX: 108.885; pivotY: 283.7104}
{file: Devana_Special_2_Part_3-47.png; pivotX: 109.276; pivotY: 284.7625}
{file: Devana_Special_2_Part_3-48.png; pivotX: 109.6375; pivotY: 286.7398}
{file: Devana_Special_2_Part_3-49.png; pivotX: 109.4681; pivotY: 287.7349}
{file: Devana_Special_2_Part_3-50.png; pivotX: 109.2988; pivotY: 288.7278}
{file: Devana_Special_2_Part_3-51.png; pivotX: 108.6638; pivotY: 289.7351}
{file: Devana_Special_2_Part_3-52.png; pivotX: 108.8651; pivotY: 291.7369}
{file: Devana_Special_2_Part_3-53.png; pivotX: 108.7303; pivotY: 292.8217}
{file: Devana_Special_2_Part_3-54.png; pivotX: 108.6442; pivotY: 294.9317}
{file: Devana_Special_2_Part_3-55.png; pivotX: 108.0177; pivotY: 296.0932}
{file: Devana_Special_2_Part_3-56.png; pivotX: 106.8491; pivotY: 297.2094}
{file: Devana_Special_2_Part_3-57.png; pivotX: 105.7947; pivotY: 299.1739}
{file: Devana_Special_2_Part_3-58.png; pivotX: 104.9532; pivotY: 300.0945}
{file: Devana_Special_2_Part_3-59.png; pivotX: 103.5245; pivotY: 301.9576}
{file: Devana_Special_2_Part_3-60.png; pivotX: 102.4663; pivotY: 302.8439}
{file: Devana_Special_2_Part_3-61.png; pivotX: 100.8602; pivotY: 303.7337}
{file: Devana_Special_2_Part_3-62.png; pivotX: 99.31996; pivotY: 304.637}
{file: Devana_Special_2_Part_3-63.png; pivotX: 97.93913; pivotY: 305.5986}
{file: Devana_Special_2_Part_3-64.png; pivotX: 96.10337; pivotY: 306.5751}
{file: Devana_Special_2_Part_3-65.png; pivotX: 94.86795; pivotY: 308.4043}
{file: Devana_Special_2_Part_3-66.png; pivotX: 93.6891; pivotY: 309.4379}
{file: Devana_Special_2_Part_3-67.png; pivotX: 93.58414; pivotY: 310.7087}
{file: Devana_Special_2_Part_3-68.png; pivotX: 92.85477; pivotY: 311.8466}
{file: Devana_Special_2_Part_3-69.png; pivotX: 92.53231; pivotY: 312.8888}
{file: Devana_Special_2_Part_3-70.png; pivotX: 91.9304; pivotY: 312.9928}
{file: Devana_Special_2_Part_3-71.png; pivotX: 90.97699; pivotY: 313.912}
{file: Devana_Special_2_Part_3-72.png; pivotX: 90.66489; pivotY: 313.8843}
{file: Devana_Special_2_Part_3-73.png; pivotX: 90.66734; pivotY: 314.8821}
{file: Devana_Special_2_Part_3-74.png; pivotX: 90.09824; pivotY: 314.7959}
{file: Devana_Special_2_Part_3-75.png; pivotX: 89.98656; pivotY: 314.6628}
{file: Devana_Special_2_Part_3-76.png; pivotX: 89.86053; pivotY: 314.5452}
{file: Devana_Special_2_Part_3-77.png; pivotX: 89.75849; pivotY: 313.5196}
{file: Devana_Special_2_Part_3-78.png; pivotX: 89.68732; pivotY: 313.5673}
{file: Devana_Special_2_Part_3-79.png; pivotX: 89.61454; pivotY: 312.651}
{file: Devana_Special_2_Part_3-80.png; pivotX: 89.50878; pivotY: 311.6674}
{file: Devana_Special_2_Part_3-81.png; pivotX: 89.40796; pivotY: 310.6801}
{file: Devana_Special_2_Part_3-82.png; pivotX: 89.30702; pivotY: 310.6557}
{file: Devana_Special_2_Part_3-83.png; pivotX: 89.23514; pivotY: 309.6653}
{file: Devana_Special_2_Part_3-84.png; pivotX: 89.18736; pivotY: 308.6732}
{file: Devana_Special_2_Part_3-85.png; pivotX: 89.6579; pivotY: 308.6431}
{file: Devana_Special_2_Part_3-86.png; pivotX: 89.66463; pivotY: 308.6084}
{file: Devana_Special_2_Part_3-87.png; pivotX: 89.72514; pivotY: 307.6039}
{file: Devana_Special_2_Part_3-88.png; pivotX: 89.81831; pivotY: 307.558}
{file: Devana_Special_2_Part_3-89.png; pivotX: 89.9426; pivotY: 308.4992}
{file: Devana_Special_2_Part_3-90.png; pivotX: 90.08807; pivotY: 308.534}
{file: Devana_Special_2_Part_3-91.png; pivotX: 90.2214; pivotY: 308.5776}
{file: Devana_Special_2_Part_3-92.png; pivotX: 90.34417; pivotY: 309.559}
{file: Devana_Special_2_Part_3-93.png; pivotX: 90.47507; pivotY: 309.5698}
{file: Devana_Special_2_Part_3-94.png; pivotX: 91.10262; pivotY: 309.5764}
{file: Devana_Special_2_Part_3-95.png; pivotX: 91.21706; pivotY: 310.545}
{file: Devana_Special_2_Part_3-96.png; pivotX: 91.33485; pivotY: 310.5485}
{file: Devana_Special_2_Part_3-97.png; pivotX: 91.44586; pivotY: 310.5528}
{file: Devana_Special_2_Part_3-98.png; pivotX: 91.54149; pivotY: 311.5236}
{file: Devana_Special_2_Part_3-99.png; pivotX: 91.63619; pivotY: 311.5342}
{file: Devana_Special_2_Part_3-100.png; pivotX: 91.721; pivotY: 311.5507}
{file: Devana_Special_2_Part_3-101.png; pivotX: 91.78809; pivotY: 312.5382}
{file: Devana_Special_2_Part_3-102.png; pivotX: 91.85027; pivotY: 312.5679}
{file: Devana_Special_2_Part_3-103.png; pivotX: 91.90003; pivotY: 312.5995}
{file: Devana_Special_2_Part_3-104.png; pivotX: 91.93078; pivotY: 313.5919}
{file: Devana_Special_2_Part_3-105.png; pivotX: 91.9546; pivotY: 313.6138}
