{file: Devana_Special_2_Part_4-0.png; pivotX: 100.1377; pivotY: 274.6385}
{file: Devana_Special_2_Part_4-65.png; pivotX: 91.45998; pivotY: 323.6153}
{file: Devana_Special_2_Part_4-66.png; pivotX: 91.12185; pivotY: 320.9573}
{file: Devana_Special_2_Part_4-67.png; pivotX: 91.50767; pivotY: 318.9259}
{file: Devana_Special_2_Part_4-68.png; pivotX: 92.08907; pivotY: 315.9125}
{file: Devana_Special_2_Part_4-69.png; pivotX: 92.27922; pivotY: 312.9194}
{file: Devana_Special_2_Part_4-70.png; pivotX: 92.39715; pivotY: 309.9044}
{file: Devana_Special_2_Part_4-71.png; pivotX: 92.47894; pivotY: 307.8659}
{file: Devana_Special_2_Part_4-72.png; pivotX: 92.73354; pivotY: 305.7837}
{file: Devana_Special_2_Part_4-73.png; pivotX: 92.71127; pivotY: 304.7896}
{file: Devana_Special_2_Part_4-74.png; pivotX: 92.84115; pivotY: 303.8595}
{file: Devana_Special_2_Part_4-75.png; pivotX: 92.53664; pivotY: 303.7252}
{file: Devana_Special_2_Part_4-76.png; pivotX: 92.78571; pivotY: 303.5209}
{file: Devana_Special_2_Part_4-77.png; pivotX: 93.12341; pivotY: 303.4646}
{file: Devana_Special_2_Part_4-78.png; pivotX: 93.49834; pivotY: 304.4784}
{file: Devana_Special_2_Part_4-79.png; pivotX: 93.30069; pivotY: 305.422}
{file: Devana_Special_2_Part_4-80.png; pivotX: 93.51414; pivotY: 306.5161}
{file: Devana_Special_2_Part_4-81.png; pivotX: 93.65723; pivotY: 307.6735}
{file: Devana_Special_2_Part_4-82.png; pivotX: 93.75225; pivotY: 307.758}
{file: Devana_Special_2_Part_4-83.png; pivotX: 93.81586; pivotY: 307.7653}
{file: Devana_Special_2_Part_4-84.png; pivotX: 94.3679; pivotY: 307.8189}
{file: Devana_Special_2_Part_4-85.png; pivotX: 94.3828; pivotY: 308.8772}
{file: Devana_Special_2_Part_4-86.png; pivotX: 94.34089; pivotY: 309.0031}
{file: Devana_Special_2_Part_4-87.png; pivotX: 94.25907; pivotY: 309.0891}
{file: Devana_Special_2_Part_4-88.png; pivotX: 94.15639; pivotY: 309.1229}
{file: Devana_Special_2_Part_4-89.png; pivotX: 94.04892; pivotY: 310.0241}
{file: Devana_Special_2_Part_4-90.png; pivotX: 93.94077; pivotY: 309.9486}
{file: Devana_Special_2_Part_4-91.png; pivotX: 93.31956; pivotY: 309.8735}
{file: Devana_Special_2_Part_4-92.png; pivotX: 93.18929; pivotY: 310.775}
{file: Devana_Special_2_Part_4-93.png; pivotX: 93.06525; pivotY: 310.7336}
{file: Devana_Special_2_Part_4-94.png; pivotX: 92.94683; pivotY: 311.6898}
{file: Devana_Special_2_Part_4-95.png; pivotX: 92.85114; pivotY: 311.722}
{file: Devana_Special_2_Part_4-96.png; pivotX: 92.25692; pivotY: 312.7185}
{file: Devana_Special_2_Part_4-97.png; pivotX: 92.16518; pivotY: 312.7131}
{file: Devana_Special_2_Part_4-98.png; pivotX: 92.08172; pivotY: 312.6898}
{file: Devana_Special_2_Part_4-99.png; pivotX: 92.0111; pivotY: 313.6321}
